date,time,latitude,longitude,depth,mag,id,place,type
2023-01-27,10:28:22.080,40.588,-124.1238333,17.1,3.23,nc73838231,"3km ESE of Fortuna, CA",earthquake
2023-01-27,09:36:37.331,30.5496,50.3913,10,4.4,us6000jjmx,"15 km ESE of Behbahān, Iran",earthquake
2023-01-27,08:22:30.431,40.3749,-127.1251,10,3.3,us6000jjml,"243 km W of Ferndale, California",earthquake
2023-01-27,07:12:04.610,1.6595,99.459,174.233,4.3,us6000jjmh,"northern Sumatra, Indonesia",earthquake
2023-01-27,05:29:21.314,-49.5504,117.4545,10,5,us6000jjm1,western Indian-Antarctic Ridge,earthquake
2023-01-27,04:47:14.290,31.73685144,-104.1109004,6.915661621,2.9,tx2023bvwo,"48 km W of Mentone, Texas",earthquake
2023-01-27,04:34:38.938,5.0199,-76.2029,103.42,4.5,us6000jjlq,"14 km NNE of San José del Palmar, Colombia",earthquake
2023-01-27,04:24:06.489,2.5703,95.8843,27.512,4.3,us6000jjls,"56 km W of Sinabang, Indonesia",earthquake
2023-01-27,03:49:40.180,8.9232,-82.8946,10.558,3.4,us6000jjlg,"12 km NNW of Río Sereno, Panama",earthquake
2023-01-27,03:49:35.280,19.0359992980957,-155.410995483398,32.939998626709,2.47000003,hv73313672,"Island of Hawaii, Hawaii",earthquake
2023-01-27,03:27:55.060,17.979,-66.9143333333333,11.71,2.68,pr71394593,"0 km S of Fuig, Puerto Rico",earthquake
2023-01-27,03:25:42.560,18.3245,-67.9785,157,3.42,pr2023027000,Mona Passage,earthquake
2023-01-27,03:21:35.761,13.7912,120.5476,110.676,4.5,us6000jjlk,"10 km WSW of Calatagan, Philippines",earthquake
2023-01-27,02:19:24.080,18.3288333333333,-67.9845,97.86,3.4,pr71394573,"52 km ESE of Punta Cana, Dominican Republic",earthquake
2023-01-27,02:15:29.370,18.1185,-67.1396666666667,12.9,3.03,pr71394563,"2 km SSW of Hormigueros, Puerto Rico",earthquake
2023-01-27,01:20:17.750,17.9658333333333,-67.3873333333333,23.43,2.68,pr71394558,"21 km W of Pole Ojea, Puerto Rico",earthquake
2023-01-27,00:55:01.673,60.5478,-146.9078,19.5,2.8,ak02318nu5un,"37 km SSW of Tatitlek, Alaska",earthquake
2023-01-27,00:10:43.268,41.4478,77.4532,10,4.6,us6000jjkp,"80 km SSE of Kadzhi-Say, Kyrgyzstan",earthquake
2023-01-26,23:38:18.445,36.6674,67.7,59.493,4,us6000jjkl,"3 km S of Khulm, Afghanistan",earthquake
2023-01-26,22:16:18.717,-17.0039,-71.5028,94.822,4.3,us6000jjk4,"28 km ENE of Cocachacra, Peru",earthquake
2023-01-26,21:25:53.470,18.5718333333333,-67.352,16.07,2.81,pr71394533,Mona Passage,earthquake
2023-01-26,20:50:14.207,62.9547,-149.6454,76.5,3.9,ak02317c6fu9,Central Alaska,earthquake
2023-01-26,20:39:41.340,19.153,-155.372,30.08,3.1,hv73313432,"12 km ESE of Pāhala, Hawaii",earthquake
2023-01-26,19:30:46.687,57.338,-33.2601,10,5.3,us6000jjj3,Reykjanes Ridge,earthquake
2023-01-26,19:17:03.712,57.3763,-33.374,10,5.2,us6000jjj0,Reykjanes Ridge,earthquake
2023-01-26,18:53:06.320,58.2445,-155.1756,37.2,2.7,ak02317b0760,Alaska Peninsula,earthquake
2023-01-26,17:55:29.330,-12.4691,166.9634,212.274,4.9,us6000jjim,"168 km NNW of Sola, Vanuatu",earthquake
2023-01-26,17:25:59.107,2.8087,126.8523,40.28,4.6,us6000jjik,"175 km NW of Tobelo, Indonesia",earthquake
2023-01-26,16:41:36.896,50.6252,-172.6345,13.384,5.1,us6000jjid,"205 km SSE of Atka, Alaska",earthquake
2023-01-26,16:04:56.294,30.5315,137.5483,480.991,4.5,us6000jjgm,"Izu Islands, Japan region",earthquake
2023-01-26,15:57:01.678,-5.6296,154.2556,128.292,4.5,us6000jjgk,"155 km WNW of Panguna, Papua New Guinea",earthquake
2023-01-26,15:33:37.148,-22.2328,-67.309,189.68,4.4,us6000jjg6,"118 km NE of San Pedro de Atacama, Chile",earthquake
2023-01-26,14:19:02.828,-17.8522,-173.4025,35,4.8,us6000jjfu,"107 km NE of Neiafu, Tonga",earthquake
2023-01-26,14:18:54.914,61.307,-146.8654,20.2,2.6,ak023178f2fd,"34 km NW of Valdez, Alaska",earthquake
2023-01-26,13:56:50.123,23.2115,123.3863,10,4.9,us6000jjfs,"144 km SSE of Yonakuni, Japan",earthquake
2023-01-26,13:05:39.821,11.6697,43.9143,10,4.8,us6000jjdl,"75 km ESE of Obock, Djibouti",earthquake
2023-01-26,11:03:18.202,32.7456665,-100.6529869,6.773966471,3.2,tx2023bunm,"15 km NE of Hermleigh, Texas",earthquake
2023-01-26,10:47:42.549,32.75115967,-100.6594179,6.284871419,2.6,tx2023bumz,"15 km NE of Hermleigh, Texas",earthquake
2023-01-26,10:45:53.633,-30.254,-178.6685,135.699,6,us6000jjcy,"Kermadec Islands, New Zealand",earthquake
2023-01-26,09:11:56.320,19.1126,-66.3113,28,3.46,pr2023026000,"71 km N of Brenas, Puerto Rico",earthquake
2023-01-26,07:58:05.400,32.9615,-116.3011667,10.43,2.5,ci40162055,"26km SW of Ocotillo Wells, CA",earthquake
2023-01-26,07:06:03.930,38.8055,-122.8088303,1.28,2.51,nc73837546,"6km NW of The Geysers, CA",earthquake
2023-01-26,06:33:44.558,2.874,127.1574,59.198,4.9,us6000jjce,"158 km NW of Tobelo, Indonesia",earthquake
2023-01-26,05:45:14.274,31.69239017,-104.2946447,7.211303711,2.5,tx2023bucz,"54 km S of Whites City, New Mexico",earthquake
2023-01-26,04:29:44.168,-0.1167,-77.4795,10,4.1,us6000jjbm,Ecuador,earthquake
2023-01-26,04:23:51.406,2.8733,126.965,35,5.7,us6000jjbj,"171 km NW of Tobelo, Indonesia",earthquake
2023-01-26,04:16:05.490,16.6078,-25.6214,10,5.3,us6000jjbh,"74 km SW of Porto Novo, Cabo Verde",earthquake
2023-01-26,04:07:54.913,-30.4621,-178.5405,35,4.5,us6000jjbd,"Kermadec Islands, New Zealand",earthquake
2023-01-26,03:16:21.963,-1.9745,-79.9816,77.663,4.6,us6000jjb9,Ecuador,earthquake
2023-01-26,01:41:56.653,36.0873,70.2599,128.709,4.1,us6000jjb5,"64 km SSE of Farkhār, Afghanistan",earthquake
2023-01-26,01:26:19.840,19.1836666666667,-155.4955,34.29,2.7,hv73312942,"2 km SW of Pāhala, Hawaii",earthquake
2023-01-26,01:17:00.960,-16.9679,-69.5808,190.929,4.3,us6000jjb1,Peru-Bolivia border region,earthquake
2023-01-26,01:11:28.150,36.7775,-121.4841667,4.73,2.81,nc73837451,"9km SSE of San Juan Bautista, CA",earthquake
2023-01-26,00:45:03.840,18.0883333333333,-66.0526666666667,21.82,2.5,pr71394463,"6 km N of Yaurel, Puerto Rico",earthquake
2023-01-25,23:38:27.512,12.48,40.5288,10,4.3,us6000jjan,"92 km NW of Semera, Ethiopia",earthquake
2023-01-25,23:23:43.160,40.392,-125.2368333,9.72,2.6,nc73837406,"81km W of Petrolia, CA",earthquake
2023-01-25,23:21:33.679,29.7569,102.0783,10,4.9,us6000jjai,"29 km SSE of Kangding, China",earthquake
2023-01-25,23:14:42.540,-24.019,179.9833,514.333,4.5,us6000jjae,south of the Fiji Islands,earthquake
2023-01-25,22:27:31.440,20.216,146.1963,35,4.7,us6000jja4,Mariana Islands region,earthquake
2023-01-25,21:53:05.590,37.507,72.2651,191.644,4,us6000jj9h,"61 km N of Khandūd, Afghanistan",earthquake
2023-01-25,21:19:09.400,29.7984,102.0643,10,4.4,us6000jj9c,"Western Sichuan, China",earthquake
2023-01-25,20:57:21.130,29.6191,102.1184,10,4.4,us6000jj97,"45 km SSE of Kangding, China",earthquake
2023-01-25,20:51:10.639,29.6746,102.1543,10,4.4,us6000jj94,"41 km SSE of Kangding, China",earthquake
2023-01-25,20:30:44.433,29.7128,102.0765,10,4.5,us6000jj99,"34 km SSE of Kangding, China",earthquake
2023-01-25,20:13:06.656,-28.3524,-175.9795,10,5,us6000jj8y,Kermadec Islands region,earthquake
2023-01-25,19:49:45.325,29.7656,102.0473,10,5.5,us6000jj8s,"27 km SSE of Kangding, China",earthquake
2023-01-25,19:31:08.670,2.8058,127.3046,50.39,4.5,us6000jj8q,Molucca Sea,earthquake
2023-01-25,17:43:57.530,38.8208333,-122.795,2.96,2.89,nc73837161,"6km NW of The Geysers, CA",earthquake
2023-01-25,17:17:43.240,19.0496666666667,-155.4255,37.08,3.21,hv73312697,"Island of Hawaii, Hawaii",earthquake
2023-01-25,16:02:10.344,35.7891,79.8617,10,5.3,us6000jj6p,"146 km S of Hotan, China",earthquake
2023-01-25,15:51:50.966,2.8851,126.9928,45.547,4.6,us6000jj7q,"170 km NW of Tobelo, Indonesia",earthquake
2023-01-25,15:13:35.862,57.5059,-154.934,40.5,3.9,ak02315lg1dw,"Kodiak Island region, Alaska",earthquake
2023-01-25,15:09:34.409,-31.4512,-178.1953,37.76,5,us6000jj6h,Kermadec Islands region,earthquake
2023-01-25,14:12:54.029,-6.1056,155.1407,158.785,4.8,us6000jj6a,"44 km WNW of Panguna, Papua New Guinea",earthquake
2023-01-25,13:48:26.826,44.9052,80.9957,10,4.1,us6000jj63,"95 km N of Huocheng, China",earthquake
2023-01-25,13:19:39.197,55.754,-158.5617,56.2,2.5,ak02315kagu7,"40 km ESE of Perryville, Alaska",earthquake
2023-01-25,13:13:38.222,41.2102,84.2142,10,4.6,us6000jj5y,"southern Xinjiang, China",earthquake
2023-01-25,12:46:17.709,-5.5069,153.6635,42.747,4.6,us6000jj5v,"201 km SE of Kokopo, Papua New Guinea",earthquake
2023-01-25,12:37:05.514,35.7757,28.5931,25.889,5.9,us6000jj5k,"62 km SE of Lárdos, Greece",earthquake
2023-01-25,12:01:53.650,19.1658333333333,-155.502,35.05,2.74,hv73312562,"4 km SSW of Pāhala, Hawaii",earthquake
2023-01-25,10:45:35.681,-20.2971,-177.6661,494.538,4.4,us6000jj4m,Fiji region,earthquake
2023-01-25,10:39:15.740,18.3958,-68.8306,140,3.84,pr2023025003,"15 km ESE of La Romana, Dominican Republic",earthquake
2023-01-25,10:38:48.100,33.8978333,-118.6956667,13.44,2.75,ci40161431,"15km S of Malibu Beach, CA",earthquake
2023-01-25,10:22:32.970,33.883,-118.6923333,10.98,2.9,ci40161407,"17km S of Malibu Beach, CA",earthquake
2023-01-25,10:03:33.360,33.8863333,-118.7026667,13.83,3.61,ci40161287,"16km S of Malibu Beach, CA",earthquake
2023-01-25,10:01:41.890,35.8515,-97.19116667,7.98,3.53,ok2023bspx,Oklahoma,earthquake
2023-01-25,10:00:54.680,33.885,-118.7045,14.71,4.19,ci40161279,"16km S of Malibu Beach, CA",earthquake
2023-01-25,09:11:39.331,-3.4826,-80.7592,34.065,4.4,us6000jj3z,"23 km NNW of Zorritos, Peru",earthquake
2023-01-25,08:35:29.410,19.1471666666667,-155.369,30.36,3.59,hv73312432,"13 km ESE of Pāhala, Hawaii",earthquake
2023-01-25,08:22:59.880,19.4056,-65.8381,27,3.9,pr2023025002,"107 km NNE of San Juan, Puerto Rico",earthquake
2023-01-25,07:48:18.020,37.5478333,-118.8758333,6.66,2.55,nc73836951,"13km SE of Mammoth Lakes, CA",earthquake
2023-01-25,07:37:56.570,19.2271671295166,-155.42399597168,31.9300003051758,2.69000006,hv73312382,"Island of Hawaii, Hawaii",earthquake
2023-01-25,06:46:52.520,18.5828,-66.7998,13,3.63,pr2023025001,"11 km NNE of Hatillo, Puerto Rico",earthquake
2023-01-25,05:16:33.720,18.1205,-67.1388333333333,12.09,2.99,pr71394363,"2 km SSW of Hormigueros, Puerto Rico",earthquake
2023-01-25,05:15:30.147,12.9459,-88.7273,67.408,4.6,us6000jj31,offshore El Salvador,earthquake
2023-01-25,05:13:32.170,41.5,-112.1718333,6.87,2.79,uu60530292,"7 km SW of Corinne, Utah",earthquake
2023-01-25,04:48:06.735,-26.3612,-71.3386,19.321,4.3,us6000jj2x,"128 km W of Diego de Almagro, Chile",earthquake
2023-01-25,04:36:25.080,18.43,-66.3895,112,3.68,pr2023025000,"1 km S of Vega Baja, Puerto Rico",earthquake
2023-01-25,03:57:48.845,56.3377,114.3667,10,4,us6000jj2v,"33 km W of Taksimo, Russia",earthquake
2023-01-25,03:35:20.562,9.2148,126.5496,35,4.6,us6000jj2r,"40 km E of Cortes, Philippines",earthquake
2023-01-25,01:47:20.640,40.5713333,-124.2338333,9.23,2.53,nc73836866,"3km ESE of Ferndale, CA",earthquake
2023-01-25,01:15:27.870,59.0989,-153.6504,101.3,3.1,ak02315d4dt4,"70 km SE of Pope-Vannoy Landing, Alaska",earthquake
2023-01-25,01:12:51.415,34.7861,14.2138,10,4.1,us6000jj2f,"118 km SSW of Żurrieq, Malta",earthquake
2023-01-25,01:00:48.872,37.5881,141.6819,45.602,4.8,us6000jj1u,"61 km E of Namie, Japan",earthquake
2023-01-25,00:51:39.960,19.2691669464111,-155.411163330078,32.8699989318848,2.5,hv73312127,"10 km NE of Pāhala, Hawaii",earthquake
2023-01-24,23:35:54.690,18.8646666666667,-65.3465,11.06,3.18,pr71394323,"62 km N of Culebra, Puerto Rico",earthquake
2023-01-24,22:54:58.121,27.9123,139.453,507.551,4.6,us6000jj1l,"Bonin Islands, Japan region",earthquake
2023-01-24,20:33:56.557,31.68213056,-104.394701,6.131567383,2.6,tx2023brpj,"54 km S of Whites City, New Mexico",earthquake
2023-01-24,20:25:34.729,34.8994,14.3274,10,5.3,us6000jj05,"104 km S of Żurrieq, Malta",earthquake
2023-01-24,20:17:57.728,3.1707,127.0414,28.893,5.3,us6000jj00,"192 km NW of Tobelo, Indonesia",earthquake
2023-01-24,20:14:21.029,31.66936265,-104.378976,6.131567383,2.8,tx2023brot,"56 km S of Whites City, New Mexico",earthquake
2023-01-24,20:12:55.847,2.9579,127.2868,40.251,4.5,us6000jizz,"157 km NNW of Tobelo, Indonesia",earthquake
2023-01-24,20:08:48.943,31.6676906,-104.3889197,7.391259766,2.7,tx2023brok,western Texas,earthquake
2023-01-24,19:57:04.255,31.67159174,-104.3897618,6.131567383,3.5,tx2023brob,"55 km S of Whites City, New Mexico",earthquake
2023-01-24,19:25:40.572,2.999,127.0786,52.052,4.4,us6000jizd,"174 km NW of Tobelo, Indonesia",earthquake
2023-01-24,19:08:29.504,-21.6237,-68.4797,121.452,4.5,us6000jiz1,"102 km NNE of Calama, Chile",earthquake
2023-01-24,18:37:00.133,-26.7346,-63.118,596.117,6.4,us6000jiyj,"31 km WSW of Campo Gallo, Argentina",earthquake
2023-01-24,18:20:03.730,40.4476667,-124.0195,23.54,2.69,nc73836746,"9km SE of Rio Dell, CA",earthquake
2023-01-24,16:56:19.490,19.1749992370605,-155.499664306641,34.25,2.47,hv73311792,"3 km SW of Pāhala, Hawaii",earthquake
2023-01-24,16:10:15.889,3.5382,128.5469,10,5.2,us6000jiy0,"208 km NNE of Tobelo, Indonesia",earthquake
2023-01-24,15:57:08.550,50.0876,142.5264,10,4.5,us6000jixw,"44 km NNW of Smirnykh, Russia",earthquake
2023-01-24,15:30:01.067,60.2295,-151.613,60.1,2.6,ak02313y09hm,"12 km W of Clam Gulch, Alaska",earthquake
2023-01-24,13:55:02.028,60.815,-151.6609,71.9,2.6,ak02313wyr96,"24 km NW of Nikiski, Alaska",earthquake
2023-01-24,13:11:21.953,3.0692,126.9846,35,4.9,us6000jiwc,"187 km NW of Tobelo, Indonesia",earthquake
2023-01-24,13:07:04.210,60.9904,-150.9893,11.7,3.3,ak02313woh1x,"11 km SE of Tyonek, Alaska",earthquake
2023-01-24,12:27:22.450,19.2801,-64.39,36,3.82,pr2023024000,"113 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake
2023-01-24,12:08:10.840,19.025333404541,-155.404998779297,32.310001373291,2.56,hv73311597,"18 km ESE of Naalehu, Hawaii",earthquake
2023-01-24,12:06:34.119,2.8233,127.0129,35,4.5,us6000jiw4,"164 km NW of Tobelo, Indonesia",earthquake
2023-01-24,11:57:52.254,52.532,160.2688,35,4.4,us6000jiw2,"125 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake
2023-01-24,11:23:08.350,-21.3068,-68.3886,118.147,4.6,us6000jivz,"138 km NNE of Calama, Chile",earthquake
2023-01-24,11:18:45.880,18.2571666666667,-67.4043333333333,13.4,3.06,pr71394233,Mona Passage,earthquake
2023-01-24,11:08:10.068,2.8408,127.2582,35,4.7,us6000jivy,"148 km NW of Tobelo, Indonesia",earthquake
2023-01-24,09:58:51.620,19.0348339080811,-155.414505004883,35.2900009155273,3.15,hv73311482,"17 km ESE of Naalehu, Hawaii",earthquake
2023-01-24,09:52:54.610,19.0543327331543,-155.40966796875,34.7400016784668,2.68,hv73311477,"17 km E of Naalehu, Hawaii",earthquake
2023-01-24,09:17:32.440,17.968,-65.3503333333333,33.79,2.74,pr71394218,"19 km SE of Esperanza, Puerto Rico",earthquake
2023-01-24,08:58:32.284,29.5974,81.6522,25.227,5.6,us6000jivm,Nepal,earthquake
2023-01-24,08:42:03.368,58.7763,-153.1704,62.9,3.1,ak02313twszm,"Kodiak Island region, Alaska",earthquake
2023-01-24,08:38:00.450,17.927,-66.856,13.33,2.47,pr71394208,"6 km SSE of Maria Antonia, Puerto Rico",earthquake
2023-01-24,07:57:24.240,19.0526676177979,-155.407165527344,34.7200012207031,2.63,hv73311422,"18 km E of Naalehu, Hawaii",earthquake
2023-01-24,06:30:01.309,60.8036,-144.8644,38.3,2.9,ak02313snd2a,"56 km ENE of Cordova, Alaska",earthquake
2023-01-24,06:15:57.912,-22.1207,-175.4364,43.479,4.7,us6000jiv5,"100 km SSW of ‘Ohonua, Tonga",earthquake
2023-01-24,05:52:23.253,37.2088,-97.8154,5,2.6,us6000jiv0,"3 km ENE of Freeport, Kansas",earthquake
2023-01-24,05:35:07.154,2.8173,126.9755,53.755,4.5,us6000jiuy,"166 km NW of Tobelo, Indonesia",earthquake
2023-01-24,05:25:27.490,19.041166305542,-155.415832519531,31.3999996185303,2.81,hv73311287,"17 km E of Naalehu, Hawaii",earthquake
2023-01-24,05:21:03.127,60.2015,-150.9461,55.6,3,ak02313s004b,"23 km SE of Kasilof, Alaska",earthquake
2023-01-24,05:17:25.870,19.3309993743896,-155.502502441406,2.83999991416931,2.56,hv73311277,"14 km N of Pāhala, Hawaii",earthquake
2023-01-24,05:14:11.952,2.657,126.8553,49.8,4.3,us6000jiut,"164 km NW of Tobelo, Indonesia",earthquake
2023-01-24,05:04:39.347,2.873,126.9762,48.303,4.5,us6000jiuq,"170 km NW of Tobelo, Indonesia",earthquake
2023-01-24,04:50:38.400,42.0325,-124.457,-0.43,2.65,uw61894547,"14 km W of Brookings, Oregon",earthquake
2023-01-24,04:13:59.124,2.7674,127.1561,35,4.5,us6000jiui,"149 km NW of Tobelo, Indonesia",earthquake
2023-01-24,04:05:37.756,-20.6561,-177.6509,382.398,4.4,us6000jiuj,"259 km WNW of Haveluloto, Tonga",earthquake
2023-01-24,04:02:54.571,2.8152,127.0691,35,4.9,us6000jiud,Molucca Sea,earthquake
2023-01-24,03:38:37.033,2.9666,127.1382,35,4.5,us6000jiua,"167 km NW of Tobelo, Indonesia",earthquake
2023-01-24,02:53:31.197,2.9174,127.1702,35,4.6,us6000jiu4,"161 km NW of Tobelo, Indonesia",earthquake
2023-01-24,02:30:04.742,2.949,127.1119,35,5.4,us6000jitx,"167 km NW of Tobelo, Indonesia",earthquake
2023-01-24,02:25:23.600,2.8291,126.8647,35,4.7,us6000jitw,"176 km NW of Tobelo, Indonesia",earthquake
2023-01-24,02:19:41.540,42.03933333333333,-124.39366666666666,6.47,2.65,uw61894537,"9 km W of Brookings, Oregon",earthquake
2023-01-24,02:13:14.944,2.8162,126.9434,35,5.8,us6000jitq,"168 km NW of Tobelo, Indonesia",earthquake
2023-01-24,02:11:36.862,45.8392,143.2519,332.997,4.1,us6000jitp,"95 km SSE of Korsakov, Russia",earthquake
2023-01-24,01:10:21.142,2.7647,126.9115,19.977,5.1,us6000jiti,Molucca Sea,earthquake
2023-01-24,00:46:24.120,18.2983333333333,-65.7406666666667,127.66,3.36,pr71394148,"5 km SSW of Ramos, Puerto Rico",earthquake
2023-01-23,23:16:46.215,43.3128,-127.2549,10,3,us6000jit7,off the coast of Oregon,earthquake
2023-01-23,22:55:19.763,-5.4748,104.3869,81.614,4.5,us6000jit5,"90 km SW of Kotabumi, Indonesia",earthquake
2023-01-23,22:35:21.368,-30.5569,-71.8736,26.391,3.9,us6000jisz,"64 km W of Ovalle, Chile",earthquake
2023-01-23,22:34:17.116,-22.6311,-66.3455,256.607,4.2,us6000jisy,"67 km W of Abra Pampa, Argentina",earthquake
2023-01-23,22:21:20.501,-18.3802,-177.8302,567.066,4.4,us6000jit2,Fiji region,earthquake
2023-01-23,21:44:38.261,69.5383,-144.7274,1.9,4,ak02312e4ly8,"78 km SSW of Kaktovik, Alaska",earthquake
2023-01-23,20:12:38.040,20.2938333333333,-156.610833333333,4.54,2.51,hv73311012,"43 km SSW of Mākena, Hawaii",earthquake
2023-01-23,18:17:34.538,2.8806,127.0996,11.958,5.5,us6000jirz,"162 km NW of Tobelo, Indonesia",earthquake
2023-01-23,17:46:06.530,19.0354995727539,-155.412673950195,32.3800010681152,2.57,hv73310947,"17 km ESE of Naalehu, Hawaii",earthquake
2023-01-23,17:08:36.370,18.8481666666667,-64.6288333333333,11.03,3.18,pr71394133,Virgin Islands,earthquake
2023-01-23,17:06:49.034,2.7517,126.938,35.081,5,us7000j6e6,Molucca Sea,earthquake
2023-01-23,15:38:36.453,2.7595,127.0544,49.772,4.6,us7000j6cn,"155 km NW of Tobelo, Indonesia",earthquake
2023-01-23,14:57:33.246,-5.512,147.1636,199.263,4.6,us7000j6ci,"135 km N of Lae, Papua New Guinea",earthquake
2023-01-23,14:09:00.247,2.9642,127.0078,57.251,4.5,us7000j6cd,"176 km NW of Tobelo, Indonesia",earthquake
2023-01-23,14:01:53.532,3.0087,127.0747,35,4.7,us7000j6cb,"Pulau-Pulau Talaud, Indonesia",earthquake
2023-01-23,13:58:02.950,37.1093333,-121.5168333,5.65,3.62,nc73836266,"9km ENE of San Martin, CA",earthquake
2023-01-23,13:42:03.274,24.8127,93.0266,10,5.1,us7000j6c8,"2 km NE of Lakhipur, India",earthquake
2023-01-23,13:29:36.260,-6.9082,126.6054,452.334,4.4,us7000j6c7,Banda Sea,earthquake
2023-01-23,12:01:32.370,18.857,-65.001,14.35,3,pr71394128,"57 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2023-01-23,10:37:52.930,35.0331,14.1929,10,5.1,us7000j6bz,"92 km SSW of Qrendi, Malta",earthquake
2023-01-23,10:37:46.658,-23.3485,-179.5499,565.089,4.6,us7000j6by,south of the Fiji Islands,earthquake
2023-01-23,10:08:01.471,63.1496,-150.8705,132.5,3,ak023127d17g,"61 km SE of Denali National Park, Alaska",earthquake
2023-01-23,08:10:37.610,57.7218,-153.1781,52.7,3,ak0231266o9d,"23 km SW of Port Lions, Alaska",earthquake
2023-01-23,08:09:04.269,-23.0448,171.6843,10,4.9,us7000j6bp,southeast of the Loyalty Islands,earthquake
2023-01-23,07:54:58.660,18.007,-67.1566,7,3.52,pr2023023004,Puerto Rico,earthquake
2023-01-23,06:39:54.770,19.2256,-65.8093,122,3.91,pr2023023003,"88 km N of Suárez, Puerto Rico",earthquake
2023-01-23,06:37:03.770,19.5396,-65.7353,107,3.93,pr2023023001,"123 km N of Suárez, Puerto Rico",earthquake
2023-01-23,05:37:42.960,19.4815,-65.78,82,3.95,pr2023023002,Puerto Rico region,earthquake
2023-01-23,04:35:06.251,24.1828,125.3303,28.301,4.2,us7000j6b4,"68 km S of Hirara, Japan",earthquake
2023-01-23,03:05:19.620,17.8768,-66.8725,11,3.6,pr2023023000,Puerto Rico region,earthquake
2023-01-23,03:02:03.289,-57.6946,-23.6704,10,5.1,us7000j6aw,South Sandwich Islands region,earthquake
2023-01-23,02:59:43.370,23.5127,142.916,40.884,5.2,us7000j6at,"Volcano Islands, Japan region",earthquake
2023-01-23,02:44:36.190,57.4307,-154.9686,51.1,2.9,ak023122tcv7,"34 km WSW of Karluk, Alaska",earthquake
2023-01-23,02:42:57.559,2.8162,127.2403,49.437,4.6,us7000j6aq,"147 km NW of Tobelo, Indonesia",earthquake
2023-01-23,01:44:27.400,40.4136667,-124.6001667,16.97,2.46,nc73836101,"28km WNW of Petrolia, CA",earthquake
2023-01-23,01:17:47.630,17.9555,-66.9856666666667,7.56,2.95,pr71394028,"6 km ESE of La Parguera, Puerto Rico",earthquake
2023-01-22,23:13:08.480,17.9585,-66.9893333333333,8.18,2.57,pr71394018,"6 km ESE of La Parguera, Puerto Rico",earthquake
2023-01-22,22:49:23.265,6.6759,126.7806,121.003,4.7,us7000j6ab,"54 km SE of Lukatan, Philippines",earthquake
2023-01-22,22:25:06.580,17.9575,-66.8778333333333,18.13,2.53,pr71394003,Puerto Rico,earthquake
2023-01-22,22:15:26.093,-38.0325,176.3596,208.954,4.3,us7000j6a6,"15 km NE of Rotorua, New Zealand",earthquake
2023-01-22,22:08:56.488,14.0872,-91.3552,69.093,4.6,us7000j6a4,Guatemala,earthquake
2023-01-22,22:08:27.516,38.5957,99.0242,11.667,4.1,us7000j6a5,"129 km WSW of Zhangye, China",earthquake
